Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N),Q0,Q1,Q2,Q3,R
1740039089.5500,-0.0368,0.1738,0.0371,-0.1891,1.3843,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.5600,-0.0348,0.2707,0.0347,-0.3285,-1.5996,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.5700,-0.0322,0.2453,0.0317,-0.2846,-1.0779,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.5800,-0.0295,0.3138,0.0286,-0.3819,-3.3368,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.5900,-0.0266,0.2734,0.0251,-0.3163,-2.4480,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6000,-0.0236,0.3697,0.0216,-0.4563,-5.6038,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6101,-0.0212,0.3275,0.0187,-0.3899,-4.6481,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6200,-0.0182,0.3803,0.0151,-0.4658,-6.5626,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6300,-0.0147,0.3128,0.0110,-0.3613,-5.0018,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6400,-0.0122,0.3535,0.0081,-0.4204,-6.5097,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6502,-0.0091,0.2879,0.0044,-0.3199,-4.9791,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6604,-0.0060,0.3586,0.0010,-0.4245,-7.4455,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6701,-0.0031,0.2929,-0.0023,-0.3251,-5.9037,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6800,-0.0003,0.3357,-0.0054,-0.3889,-7.5357,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.6900,0.0026,0.2635,-0.0087,-0.2806,-5.8221,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7000,0.0051,0.3250,-0.0113,-0.3734,-7.9752,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7101,0.0076,0.2885,-0.0142,-0.3192,-7.2736,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7201,0.0105,0.3302,-0.0173,-0.3831,-8.9262,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7301,0.0135,0.2707,-0.0208,-0.2956,-7.6595,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7401,0.0162,0.3130,-0.0237,-0.3614,-9.3264,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7501,0.0195,0.2987,-0.0276,-0.3426,-9.4630,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7601,0.0224,0.3375,-0.0310,-0.4041,-11.1153,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7701,0.0250,0.2485,-0.0340,-0.2739,-8.9593,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7800,0.0274,0.2838,-0.0366,-0.3312,-10.4394,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.7901,0.0300,0.2163,-0.0395,-0.2347,-8.9495,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8000,0.0319,0.2115,-0.0416,-0.2328,-9.2041,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8101,0.0338,0.1478,-0.0435,-0.1429,-7.7214,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8200,0.0350,0.1328,-0.0446,-0.1265,-7.5843,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8300,0.0361,0.0804,-0.0456,-0.0543,-6.3263,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8401,0.0366,0.0562,-0.0458,-0.0233,-5.7818,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8500,0.0369,0.0114,-0.0457,0.0371,-4.6288,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8600,0.0367,-0.0574,-0.0449,0.1333,-2.6864,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8701,0.0361,-0.0734,-0.0435,0.1505,-2.2140,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8800,0.0355,-0.1136,-0.0425,0.2067,-1.0082,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.8902,0.0343,-0.1261,-0.0402,0.2186,-0.5385,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9000,0.0327,-0.2242,-0.0376,0.3593,2.5153,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9100,0.0306,-0.1933,-0.0343,0.3067,1.8610,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9201,0.0283,-0.3037,-0.0307,0.4664,5.4033,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9300,0.0256,-0.2474,-0.0266,0.3764,4.1322,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9401,0.0227,-0.3946,-0.0222,0.5924,8.8907,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9500,0.0192,-0.3078,-0.0170,0.4576,6.8781,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9601,0.0163,-0.3552,-0.0127,0.5253,8.7337,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9701,0.0132,-0.2718,-0.0081,0.3971,6.7790,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9800,0.0104,-0.4195,-0.0041,0.6168,11.5885,4.5511,0.1024,10.2400,0.1024,0.0225
1740039089.9901,0.0064,-0.3553,0.0019,0.5185,10.4022,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0000,0.0027,-0.4869,0.0073,0.7150,14.9383,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0101,-0.0014,-0.3507,0.0133,0.5103,11.6880,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0200,-0.0050,-0.4576,0.0184,0.6715,15.5068,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0301,-0.0092,-0.3644,0.0247,0.5327,13.5953,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0406,-0.0122,-0.4535,0.0290,0.6683,16.8168,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0500,-0.0164,-0.3526,0.0352,0.5198,14.7162,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0600,-0.0198,-0.4186,0.0402,0.6227,17.4028,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0701,-0.0235,-0.3078,0.0458,0.4612,14.9865,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0800,-0.0255,-0.2039,0.0488,0.3100,12.4408,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.0900,-0.0268,-0.1214,0.0507,0.1916,10.4067,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1000,-0.0278,-0.1334,0.0524,0.2165,11.1622,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1103,-0.0286,-0.0526,0.0538,0.1020,9.1421,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1201,-0.0289,-0.0270,0.0544,0.0706,8.6652,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1300,-0.0288,0.0326,0.0547,-0.0108,7.1678,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1401,-0.0282,0.0853,0.0542,-0.0816,5.7797,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1501,-0.0272,0.1227,0.0532,-0.1302,4.7590,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1600,-0.0255,0.2450,0.0513,-0.3053,1.1401,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1701,-0.0231,0.2411,0.0483,-0.2912,1.1007,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1800,-0.0205,0.4033,0.0450,-0.5272,-3.8887,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.1901,-0.0159,0.3852,0.0391,-0.4915,-3.8663,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2001,-0.0116,0.5628,0.0334,-0.7510,-9.6176,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2100,-0.0069,0.4729,0.0274,-0.6101,-7.5768,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2200,-0.0019,0.6494,0.0208,-0.8695,-13.4490,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2300,0.0044,0.5715,0.0124,-0.7475,-12.0837,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2400,0.0103,0.7186,0.0048,-0.9648,-17.2862,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2500,0.0159,0.6427,-0.0027,-0.8483,-15.9338,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2600,0.0228,0.8830,-0.0120,-1.2073,-24.1329,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2700,0.0304,0.6592,-0.0222,-0.8707,-18.8219,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2800,0.0369,0.7826,-0.0308,-1.0571,-23.5759,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.2901,0.0436,0.5683,-0.0396,-0.7382,-18.4549,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3000,0.0495,0.7161,-0.0473,-0.9637,-23.8765,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3101,0.0554,0.5033,-0.0552,-0.6498,-18.7591,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3200,0.0605,0.6028,-0.0617,-0.8055,-22.6877,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3301,0.0654,0.4049,-0.0682,-0.5166,-17.8970,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3400,0.0695,0.4902,-0.0734,-0.6532,-21.2931,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3500,0.0727,0.3443,-0.0777,-0.4422,-17.7560,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3600,0.0759,0.3498,-0.0817,-0.4609,-18.7065,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3700,0.0785,0.1946,-0.0851,-0.2399,-14.8873,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3813,0.0793,0.1417,-0.0860,-0.1668,-13.6199,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.3900,0.0805,0.0336,-0.0874,-0.0212,-11.0521,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4000,0.0804,-0.0465,-0.0870,0.0869,-8.9745,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4101,0.0798,-0.0972,-0.0860,0.1522,-7.6446,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4200,0.0782,-0.2420,-0.0837,0.3556,-3.4559,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4300,0.0757,-0.2544,-0.0801,0.3611,-2.9867,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4401,0.0726,-0.4289,-0.0756,0.6094,2.3524,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4500,0.0685,-0.3890,-0.0699,0.5373,1.5732,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4600,0.0639,-0.6064,-0.0635,0.8512,8.4447,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4700,0.0584,-0.5125,-0.0559,0.6993,6.3630,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4800,0.0527,-0.7042,-0.0482,0.9768,12.7072,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.4901,0.0464,-0.5739,-0.0395,0.7722,9.7261,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5000,0.0401,-0.7966,-0.0310,1.0985,17.1496,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5100,0.0330,-0.6286,-0.0214,0.8396,13.2362,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5200,0.0263,-0.8351,-0.0124,1.1442,20.3176,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5300,0.0197,-0.6606,-0.0034,0.8786,16.2172,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5400,0.0131,-0.7749,0.0053,1.0475,20.6086,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5500,0.0065,-0.6577,0.0141,0.8702,18.2477,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5600,-0.0001,-0.7533,0.0228,1.0137,22.1596,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5700,-0.0065,-0.5508,0.0313,0.7112,17.3098,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5801,-0.0121,-0.6645,0.0386,0.8847,21.6476,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.5900,-0.0172,-0.4896,0.0452,0.6258,17.4415,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6033,-0.0216,-0.4811,0.0508,0.6184,18.0437,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6100,-0.0266,-0.4414,0.0573,0.5648,17.8494,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6201,-0.0302,-0.4096,0.0618,0.5237,17.6638,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6301,-0.0339,-0.2646,0.0665,0.3154,14.2350,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6401,-0.0359,-0.1990,0.0687,0.2253,12.8122,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6500,-0.0373,-0.1120,0.0702,0.1038,10.6760,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6600,-0.0379,-0.0316,0.0706,-0.0063,8.6383,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6700,-0.0379,0.0335,0.0701,-0.0934,6.9336,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6800,-0.0371,0.1375,0.0685,-0.2384,3.9697,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.6900,-0.0356,0.1590,0.0660,-0.2600,3.3026,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7000,-0.0335,0.3098,0.0626,-0.4754,-1.2761,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7101,-0.0308,0.2863,0.0586,-0.4310,-0.8565,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7200,-0.0272,0.4275,0.0532,-0.6320,-5.3968,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7300,-0.0233,0.3651,0.0475,-0.5292,-4.0495,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7400,-0.0192,0.5221,0.0416,-0.7564,-9.1963,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7500,-0.0145,0.4268,0.0348,-0.6057,-7.0440,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7600,-0.0099,0.5626,0.0283,-0.8029,-11.6892,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7700,-0.0049,0.4469,0.0213,-0.6233,-9.0221,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7800,-0.0007,0.5673,0.0154,-0.7998,-13.1995,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.7900,0.0047,0.4826,0.0078,-0.6686,-11.5598,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8000,0.0095,0.5710,0.0012,-0.7987,-14.9337,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8133,0.0149,0.4725,-0.0062,-0.6489,-12.9281,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8200,0.0168,0.5209,-0.0089,-0.7211,-14.6850,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8300,0.0216,0.4186,-0.0155,-0.5673,-12.5044,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8401,0.0259,0.5009,-0.0213,-0.6918,-15.6827,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8503,0.0286,0.4151,-0.0250,-0.5640,-13.6524,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8600,0.0331,0.3657,-0.0310,-0.4934,-13.0518,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8700,0.0364,0.2784,-0.0354,-0.3658,-11.1360,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8801,0.0381,0.2565,-0.0377,-0.3360,-10.8600,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.8904,0.0412,0.2453,-0.0418,-0.3244,-11.1906,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9001,0.0434,0.2301,-0.0446,-0.3070,-11.2505,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9101,0.0453,0.1508,-0.0472,-0.1941,-9.4039,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9201,0.0467,0.1440,-0.0490,-0.1911,-9.6260,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9300,0.0477,0.0658,-0.0503,-0.0808,-7.6770,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9400,0.0481,0.0136,-0.0507,-0.0098,-6.3872,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9500,0.0479,-0.0340,-0.0504,0.0540,-5.1587,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9600,0.0474,-0.0801,-0.0496,0.1156,-3.8981,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9700,0.0464,-0.1071,-0.0482,0.1485,-3.1365,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9800,0.0451,-0.1599,-0.0465,0.2201,-1.5655,4.5511,0.1024,10.2400,0.1024,0.0225
1740039090.9900,0.0434,-0.1709,-0.0442,0.2293,-1.1450,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0001,0.0414,-0.2104,-0.0415,0.2808,0.1473,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0100,0.0394,-0.1984,-0.0388,0.2560,-0.0484,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0201,0.0381,-0.2443,-0.0371,0.3211,1.4109,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0300,0.0356,-0.2350,-0.0339,0.3009,1.3744,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0400,0.0332,-0.2934,-0.0308,0.3828,3.3370,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0501,0.0308,-0.2789,-0.0277,0.3566,3.1740,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0600,0.0278,-0.3726,-0.0238,0.4923,6.2932,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0701,0.0247,-0.3134,-0.0198,0.3994,4.9420,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0801,0.0215,-0.3829,-0.0158,0.4998,7.3962,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.0900,0.0175,-0.3271,-0.0106,0.4123,6.3073,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1001,0.0141,-0.4127,-0.0062,0.5382,9.3071,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1100,0.0104,-0.3229,-0.0016,0.4013,7.1926,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1200,0.0078,-0.2932,0.0016,0.3557,6.6908,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1301,0.0052,-0.2291,0.0046,0.2591,5.1706,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1400,0.0029,-0.3340,0.0073,0.4165,8.5900,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1500,0.0000,-0.2537,0.0108,0.2962,6.6739,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1600,-0.0026,-0.3298,0.0138,0.4114,9.3211,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1700,-0.0057,-0.2735,0.0177,0.3280,8.1795,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1800,-0.0084,-0.3438,0.0210,0.4354,10.7133,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.1900,-0.0116,-0.2775,0.0250,0.3380,9.3267,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2000,-0.0143,-0.3157,0.0283,0.3982,10.9360,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2100,-0.0174,-0.2345,0.0321,0.2800,9.1313,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2203,-0.0192,-0.2403,0.0342,0.2920,9.6435,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2300,-0.0217,-0.1944,0.0373,0.2280,8.8185,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2402,-0.0236,-0.2157,0.0395,0.2649,9.8534,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2501,-0.0245,-0.1735,0.0406,0.2043,8.8261,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2602,-0.0260,-0.1212,0.0423,0.1319,7.6575,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2701,-0.0270,-0.0643,0.0432,0.0526,6.2591,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2800,-0.0273,-0.0036,0.0433,-0.0321,4.6536,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.2900,-0.0271,0.0304,0.0427,-0.0766,3.7527,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3000,-0.0266,0.0770,0.0417,-0.1399,2.4221,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3100,-0.0256,0.0966,0.0400,-0.1623,1.8143,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3201,-0.0249,0.1551,0.0388,-0.2462,0.0492,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3301,-0.0232,0.1657,0.0362,-0.2557,-0.4302,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3404,-0.0214,0.2649,0.0333,-0.3987,-3.5529,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3501,-0.0186,0.2538,0.0293,-0.3762,-3.5890,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3600,-0.0160,0.4002,0.0253,-0.5910,-8.2656,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3701,-0.0134,0.3422,0.0216,-0.5004,-6.9446,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3804,-0.0093,0.4612,0.0155,-0.6739,-11.0781,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.3900,-0.0044,0.4412,0.0085,-0.6399,-11.2862,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4000,0.0001,0.5602,0.0019,-0.8158,-15.5458,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4100,0.0054,0.4629,-0.0057,-0.6676,-13.6022,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4200,0.0102,0.6024,-0.0127,-0.8763,-18.5805,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4300,0.0153,0.4334,-0.0201,-0.6227,-14.5474,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4400,0.0198,0.5519,-0.0266,-0.8019,-18.8960,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4500,0.0244,0.3832,-0.0332,-0.5513,-14.8436,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4600,0.0284,0.5055,-0.0390,-0.7382,-19.2712,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4701,0.0325,0.3366,-0.0450,-0.4892,-15.1870,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4800,0.0360,0.4323,-0.0500,-0.6381,-18.7854,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.4900,0.0391,0.3422,-0.0547,-0.5078,-16.8697,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5000,0.0422,0.3377,-0.0593,-0.5080,-17.5039,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5100,0.0450,0.2183,-0.0636,-0.3368,-14.7588,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5201,0.0458,0.1674,-0.0648,-0.2639,-13.5036,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5300,0.0471,0.0628,-0.0669,-0.1172,-10.9774,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5401,0.0473,0.0179,-0.0676,-0.0587,-9.9806,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5500,0.0471,-0.0589,-0.0676,0.0455,-8.0311,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5600,0.0460,-0.1773,-0.0664,0.2126,-4.6837,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5701,0.0439,-0.2155,-0.0639,0.2596,-3.5275,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5800,0.0416,-0.3271,-0.0611,0.4176,-0.1421,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.5901,0.0386,-0.3348,-0.0572,0.4201,0.3339,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6000,0.0343,-0.5024,-0.0518,0.6609,5.6532,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6100,0.0297,-0.4351,-0.0458,0.5509,4.1904,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6200,0.0250,-0.5777,-0.0399,0.7567,8.9100,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6300,0.0194,-0.5242,-0.0326,0.6688,8.0622,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6401,0.0133,-0.6820,-0.0248,0.8986,13.4981,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6500,0.0072,-0.5475,-0.0169,0.6913,10.3837,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6601,0.0034,-0.6081,-0.0122,0.7792,12.6884,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6706,-0.0040,-0.5488,-0.0027,0.6860,12.0214,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6802,-0.0097,-0.6833,0.0045,0.8858,16.8309,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.6900,-0.0156,-0.5243,0.0120,0.6460,13.0702,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7004,-0.0204,-0.5088,0.0178,0.6232,13.3486,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7100,-0.0244,-0.3970,0.0225,0.4566,10.6898,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7200,-0.0282,-0.4196,0.0268,0.4928,11.9503,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7300,-0.0321,-0.3356,0.0312,0.3697,10.1107,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7400,-0.0352,-0.3590,0.0347,0.4086,11.3293,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7500,-0.0385,-0.2814,0.0383,0.2964,9.6119,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7600,-0.0411,-0.2686,0.0409,0.2823,9.6933,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7700,-0.0433,-0.1845,0.0431,0.1615,7.6303,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7800,-0.0448,-0.1144,0.0442,0.0625,5.8605,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.7900,-0.0456,-0.0666,0.0444,-0.0028,4.6518,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.8000,-0.0460,-0.0038,0.0440,-0.0902,2.9230,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.8101,-0.0460,0.0125,0.0432,-0.1094,2.4756,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.8200,-0.0454,0.1337,0.0415,-0.2844,-1.1366,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.8300,-0.0439,0.1368,0.0385,-0.2822,-1.4313,4.5511,0.1024,10.2400,0.1024,0.0225
1740039091.8400,-0.0422,0.2572,0.0351,-0.4564,-5.2369,4.5511,0.1024,10.2400,0.1024,0.0225
